pseudo_uprn,epc,glazing,tenure,property_type
D232995ADA,1,,,
E4457A7436,1,Double/triple glazed,Owner-occupied,Maisonette
1FC9EC8764,1,,Rented,Flat
E4C65E86CD,1,Double/triple glazed,Rented,House
E203EFED3F,1,,Rented,Maisonette
BAE13511D6,1,Double/triple glazed,,Flat
52B5F84A2D,1,Double/triple glazed,Rented,Flat
268453BF76,1,Double/triple glazed,Rented,Maisonette
B4A9569F5E,1,Double/triple glazed,,Bungalow
561DD784DA,1,Double/triple glazed,,
7018850DA3,1,Double/triple glazed,Owner-occupied,House
9ACE9B2331,1,Double/triple glazed,Rented,Flat
991C8F8343,1,Double/triple glazed,Owner-occupied,House
23654B3A5F,1,Double/triple glazed,Rented,Flat
A579F46F2F,1,Double/triple glazed,,
A9BC3A2724,1,Double/triple glazed,Owner-occupied,Flat
54F2AB436B,1,Double/triple glazed,,
38CA8A62AB,1,Double/triple glazed,Rented,Flat
F69AC43F8D,1,Double/triple glazed,Rented,House
C9DF0ED369,1,Double/triple glazed,Rented,Flat
27F858C22F,1,Double/triple glazed,Owner-occupied,House
AAF1C1C296,1,Double/triple glazed,,
A9374C6876,1,,Rented,Flat
3244B4F97B,1,Double/triple glazed,Rented,Flat
E6BC7ABC11,1,,,Flat
E0BD4984BE,1,,Owner-occupied,House
2EE805C6FF,1,Double/triple glazed,,
852C2F2137,1,Double/triple glazed,Rented,Maisonette
A7F5E74149,1,,Rented,House
819F1BE42C,1,,Owner-occupied,Flat
41868D5185,1,Double/triple glazed,Rented,House
845E57BE5D,1,Double/triple glazed,Rented,House
C7B4CD92F1,1,Double/triple glazed,Rented,Flat
C3792D1807,1,Double/triple glazed,,
AA7A0A7B0F,1,Double/triple glazed,Rented,House
CF21287796,1,,Rented,House
1C417BCDC5,1,Double/triple glazed,Rented,House
1B2B0EBB87,1,Double/triple glazed,Rented,Flat
14A6D41A8C,1,Double/triple glazed,Rented,House
8FEE9E6488,1,Double/triple glazed,Rented,Flat
205AE12F07,1,Double/triple glazed,Owner-occupied,House
004CE52F0E,1,Double/triple glazed,Rented,Flat
EF2D1A1932,1,Double/triple glazed,,
DB4880EDE6,1,Double/triple glazed,,
FC4715CDFC,1,Double/triple glazed,,Flat
B4BBE77E58,1,Double/triple glazed,,Maisonette
D839EFAF26,1,,Rented,House
C6BCEE94E3,1,Double/triple glazed,,
8D23AD5356,1,Double/triple glazed,Rented,Flat
1C81BEFD31,1,Double/triple glazed,,
D850B07D7E,1,Double/triple glazed,Rented,Flat
CA2AF98FE5,1,Double/triple glazed,,
D25B55259D,1,Double/triple glazed,Rented,Flat
5618BA7E47,1,Double/triple glazed,Owner-occupied,Flat
C5BD0EC215,1,Double/triple glazed,Rented,Flat
21FEF00E12,1,Double/triple glazed,,
B788477753,1,Double/triple glazed,,
12B7CB73E1,1,Double/triple glazed,Rented,Flat
22FD0AE596,1,Double/triple glazed,,
5E4F337021,1,Double/triple glazed,,
01D979D073,1,Double/triple glazed,Owner-occupied,House
7886572C1C,1,Double/triple glazed,Rented,Flat
183E626895,1,,,
A1B6D682AB,1,Double/triple glazed,Rented,Flat
6D44B8CB02,1,Double/triple glazed,Rented,Flat
CD0AC84171,1,Double/triple glazed,,
79A0A98B47,1,Double/triple glazed,Rented,Flat
B03182A1D3,1,Double/triple glazed,Owner-occupied,House
CE476EEEC2,1,,,
197909B826,1,Double/triple glazed,Rented,Flat
1E6C749656,1,Double/triple glazed,Owner-occupied,House
ED40D34924,1,,,
948FC174F1,1,Double/triple glazed,Rented,Flat
E767D3286C,1,Double/triple glazed,Rented,House
1E372451E1,1,Double/triple glazed,Rented,Flat
4E77C5C2BA,1,Double/triple glazed,Rented,Flat
048710D2B4,1,Double/triple glazed,,
D654FB28CB,1,Double/triple glazed,Rented,Flat
D387EBE1FE,1,Double/triple glazed,Owner-occupied,House
531BFDA950,1,Double/triple glazed,Rented,House
CF1C6B75B8,1,Double/triple glazed,,
37B908CE61,1,Double/triple glazed,,
14E3319669,1,Double/triple glazed,,
12D582C871,1,,,
EE9F70E345,1,Double/triple glazed,Rented,House
801D5A3601,1,,Rented,House
C2B01ADC82,1,Double/triple glazed,Rented,Flat
2C00D8B3E3,1,Double/triple glazed,,
BD926B6A90,1,Double/triple glazed,Rented,Flat
10C48E22F5,1,Double/triple glazed,Owner-occupied,House
4A9445DFAA,1,Double/triple glazed,,
69CD64935F,1,,Rented,House
6768D215F8,1,Double/triple glazed,,
457B5EF8E2,1,,,Flat
7B818D6039,1,Double/triple glazed,Rented,Flat
7260B75D0C,1,,,
D6ABA91E9E,1,,,
74865CA47E,1,,Rented,Maisonette
E166619D1E,1,Double/triple glazed,Owner-occupied,House
C9864E1766,1,Double/triple glazed,Owner-occupied,House
53EAD6B600,1,Double/triple glazed,Rented,Flat
BE82482353,1,,Rented,Flat
8A92676202,1,Double/triple glazed,Rented,Flat
687AF40380,1,,Owner-occupied,House
48A5211F8E,1,Double/triple glazed,Rented,House
2E6A68C95C,1,Double/triple glazed,,
62F05269BC,1,Double/triple glazed,Rented,Flat
2F1E5B3DFC,1,Double/triple glazed,,
DFFEB82017,1,Double/triple glazed,Owner-occupied,House
6B758F811D,1,,,
D36A3C85BC,1,Double/triple glazed,,
528256F0D2,1,Double/triple glazed,Rented,Maisonette
84078C0CFE,1,Double/triple glazed,Rented,Maisonette
49A2F03B99,1,Double/triple glazed,,
E893BCD9CC,1,Double/triple glazed,Rented,Flat
F221EBAD0D,1,Single glazed,Rented,Flat
68B78073C4,1,Double/triple glazed,Rented,Flat
EBFB8C98FE,1,Double/triple glazed,,
92A09CC01C,1,Double/triple glazed,Owner-occupied,Flat
7E96227BEA,1,Double/triple glazed,,
9C63D85934,1,Double/triple glazed,Owner-occupied,House
C21DC4CDFE,1,Double/triple glazed,,House
B85CF4CB14,1,Double/triple glazed,Rented,House
4EAF89CF98,1,Double/triple glazed,Rented,Flat
FE88F3579C,1,Double/triple glazed,Rented,House
446F7E0F14,1,Double/triple glazed,Owner-occupied,House
664C8A7D6B,1,Double/triple glazed,Rented,House
797A3B4455,1,Double/triple glazed,Rented,Flat
7B5E051645,1,Double/triple glazed,,
783A5ED634,1,Double/triple glazed,Rented,Flat
0B5870C3C5,1,,Rented,Flat
06146A8CD3,1,,Rented,House
DD4B59F247,1,Double/triple glazed,,
F5CE90ED3E,1,Double/triple glazed,,
A5494EEBAE,1,,,
AC9326815F,1,Double/triple glazed,Rented,House
603F7B7CA6,1,Double/triple glazed,Owner-occupied,House
03213CD119,1,Double/triple glazed,Rented,Flat
08DC1E7682,1,Double/triple glazed,,
76AB98632F,1,Double/triple glazed,Rented,Flat
E92F4B4B3D,1,Double/triple glazed,Owner-occupied,House
A70A3B15FA,1,,Owner-occupied,House
0632C5B21F,1,Double/triple glazed,,
CC52FD9F45,1,Double/triple glazed,,
2EA14A8CC2,1,Double/triple glazed,Rented,Maisonette
71F85EF00E,1,Double/triple glazed,Owner-occupied,House
B728D435EF,1,Double/triple glazed,Owner-occupied,Flat
22E4710C43,1,Double/triple glazed,Rented,Flat
5F9C83B126,1,Double/triple glazed,Rented,Flat
402F1CE62C,1,Double/triple glazed,,
BEFB86BA8E,1,Double/triple glazed,,
1BA994412A,1,,,Flat
59ACE88951,1,Double/triple glazed,,
55D74A5B49,1,Double/triple glazed,,Flat
E56AFB17A1,1,Double/triple glazed,Rented,House
BB9E4858FD,1,Double/triple glazed,Rented,House
651F8E7E45,1,Double/triple glazed,Rented,Flat
A46D4CE144,1,Double/triple glazed,Owner-occupied,House
8F2D97E1A9,1,,,Flat
B551004467,1,Double/triple glazed,Rented,Flat
1CB5E6A5B5,1,Double/triple glazed,Owner-occupied,House
F016340254,1,,Rented,Flat
5BC2F629CD,1,Double/triple glazed,Rented,Maisonette
F984E4728D,1,Double/triple glazed,Rented,House
D733A4C837,1,Double/triple glazed,,
3AE20A985E,1,Double/triple glazed,,
858D458887,1,Double/triple glazed,,Maisonette
1EE1A79CF2,1,Double/triple glazed,,
6823B06687,1,Double/triple glazed,Rented,House
4AE7EA97EF,1,Double/triple glazed,Owner-occupied,House
76C131AD6B,1,Double/triple glazed,,
572643B34C,1,Double/triple glazed,Rented,Flat
C2A11AC2B4,1,Double/triple glazed,Rented,Flat
01C6D22524,1,Double/triple glazed,,
9D2B7C3947,1,Double/triple glazed,,Flat
F1B6B986E7,1,Double/triple glazed,Rented,House
87C432DDCF,1,,,Flat
8E9FE90EB2,1,Double/triple glazed,,
A95679A33F,1,Double/triple glazed,Rented,Flat
FFCDB22246,1,Double/triple glazed,Rented,Flat
B17A6C8CC4,1,Double/triple glazed,Rented,Flat
58C7861763,1,Double/triple glazed,Owner-occupied,House
0EF7BD1BDE,1,Double/triple glazed,,
4288ED6038,1,Double/triple glazed,Rented,Flat
DBFC9B5A77,1,Double/triple glazed,,
1363F9CBAB,1,,Rented,Flat
CDB338EEA5,1,Double/triple glazed,Rented,House
1C0A8E0843,1,Double/triple glazed,Owner-occupied,House
FC75238D46,1,Double/triple glazed,,
3CED211DA8,1,Double/triple glazed,Rented,Flat
DD113618ED,1,Double/triple glazed,,
C2F55714B9,1,,,Flat
C9F1CC4A43,1,Double/triple glazed,Rented,House
47E9DF2D19,1,Double/triple glazed,Rented,Flat
722A642177,1,Double/triple glazed,Rented,Maisonette
420771F4B0,1,,Owner-occupied,House
12CC62106C,1,Double/triple glazed,Rented,Flat
003C11A363,1,Double/triple glazed,Rented,Flat
0F68D31A68,1,Double/triple glazed,,House
25B420A594,1,Double/triple glazed,,
4465C625BE,1,Double/triple glazed,Owner-occupied,House
52DAB92564,1,Double/triple glazed,Rented,Flat
8F5C2E600D,1,Double/triple glazed,Rented,House
1E31F31283,1,Double/triple glazed,,
6DB3AD4378,1,Double/triple glazed,Rented,Flat
B8007DEF37,1,Double/triple glazed,,
556B4AAD46,1,Double/triple glazed,Rented,Flat
D7655F9826,1,Double/triple glazed,Rented,House
9A131777B3,1,Double/triple glazed,Rented,Flat
13B39BA413,1,Double/triple glazed,,
637ECC1356,1,Double/triple glazed,Rented,Flat
9144FF0313,1,Double/triple glazed,,Flat
C9CAA7F56A,1,Double/triple glazed,Owner-occupied,Maisonette
B81F0FB654,1,Double/triple glazed,Owner-occupied,House
E5FA572058,1,Double/triple glazed,Owner-occupied,Flat
89BF99B6C6,1,,,
89F41CAEE5,1,,,Flat
4316AD55A7,1,Double/triple glazed,,
1EE6112650,1,Double/triple glazed,Rented,House
A046A504A4,1,Double/triple glazed,Rented,House
AB65A475B6,1,Double/triple glazed,Rented,Flat
39DDB6EF99,1,Double/triple glazed,Rented,Flat
B8C9E350F2,1,Double/triple glazed,Rented,Flat
E7EF3C6A8D,1,Double/triple glazed,Rented,Flat
C9B2B509EF,1,Double/triple glazed,,
E2022F6FEA,1,Double/triple glazed,Rented,Flat
42E0D0843C,1,Double/triple glazed,,
29805FC152,1,Double/triple glazed,Rented,Flat
DE58D5C7FB,1,Double/triple glazed,,
D7523DFF70,1,Double/triple glazed,Rented,Maisonette
E6010BA954,1,Double/triple glazed,Owner-occupied,Flat
69F902D2C7,1,Double/triple glazed,Rented,Flat
D7A3656400,1,Double/triple glazed,Owner-occupied,House
76B3551F00,1,,Owner-occupied,House
ED7ECF9070,1,Double/triple glazed,Rented,Flat
C772103AFF,1,Double/triple glazed,,
FF58B717AD,1,Double/triple glazed,Rented,Flat
B4AAD6BEB2,1,Double/triple glazed,Rented,House
B8FC3ACFA5,1,Double/triple glazed,Owner-occupied,Maisonette
73EE60F59A,1,Double/triple glazed,Rented,House
AAE98D725E,1,Double/triple glazed,Rented,Maisonette
038E2AAB71,1,Double/triple glazed,Owner-occupied,Flat
635824CE8D,1,Double/triple glazed,,
3803E565E6,1,Double/triple glazed,,
38ED5B7BED,1,Double/triple glazed,Rented,Maisonette
429E0F1C61,1,Double/triple glazed,Rented,Maisonette
C1B337CEBA,1,Double/triple glazed,Owner-occupied,House
141D3F626D,1,Double/triple glazed,,
DF80D37586,1,,Rented,Maisonette
4157956712,1,Double/triple glazed,,
9B5B96E75F,1,Double/triple glazed,Rented,Flat
97DFD8D7CD,1,,Rented,Maisonette
625046A4F9,1,Double/triple glazed,Owner-occupied,Flat
C17147F009,1,,Rented,Flat
B2447A7ED2,1,Double/triple glazed,Rented,House
AAD326AEC6,1,Double/triple glazed,Owner-occupied,House
9CCB64381E,1,Double/triple glazed,,
475800ACF4,1,Double/triple glazed,Owner-occupied,House
3759EF6DCF,1,Double/triple glazed,,
49B000DF8C,1,Double/triple glazed,Owner-occupied,Flat
E7DC2D9E44,1,,Owner-occupied,House
30127C0402,1,Double/triple glazed,,
7A40918AA3,1,Double/triple glazed,,
588D69D0B3,1,Double/triple glazed,Rented,Flat
3E855095B1,1,,,House
90C5BF0E10,1,Double/triple glazed,Rented,Flat
CAFA671D7F,1,Double/triple glazed,,
4D94670046,1,Double/triple glazed,Owner-occupied,House
86D3CA3C2D,1,Double/triple glazed,Owner-occupied,Flat
06EA437BF8,1,Double/triple glazed,Rented,House
8E1DB6CA1E,1,,Owner-occupied,Flat
FC7A10C00E,1,Double/triple glazed,,
2B4E671E02,1,Double/triple glazed,,
12D0857B91,1,Double/triple glazed,,Flat
C0276698D9,1,Double/triple glazed,Rented,House
F80443EA6F,1,Double/triple glazed,Rented,Maisonette
8768D51F58,1,Double/triple glazed,,
89116E722C,1,Double/triple glazed,Owner-occupied,House
D8C17A7D1C,1,Double/triple glazed,,Flat
195995A83E,1,Double/triple glazed,Rented,House
CB62B74E3B,1,Double/triple glazed,Rented,House
2D1C8AF3BA,1,Double/triple glazed,,
2CE1E3FAA9,1,Double/triple glazed,,
8A13B78F71,1,Double/triple glazed,Owner-occupied,Maisonette
07AE9E6F23,1,Double/triple glazed,Rented,House
5C37D01147,1,Double/triple glazed,Rented,Flat
DAD953BE06,1,Double/triple glazed,,
9D5BD9F88E,1,,,
8775A1A530,1,Double/triple glazed,Owner-occupied,House
F9ACFE461C,1,Double/triple glazed,,
91F5E69A8C,1,Double/triple glazed,Owner-occupied,House
535A18E50B,1,Double/triple glazed,,
B5CDED33B9,1,Double/triple glazed,,
B23EBCE8B0,1,Double/triple glazed,,Flat
680DE48CEB,1,Double/triple glazed,Owner-occupied,Flat
05846F0F7A,1,Double/triple glazed,Rented,House
47AF5A980B,1,,Rented,Flat
B36BF58A92,1,Double/triple glazed,,
0DC8950F4E,1,Double/triple glazed,,House
16784ADC25,1,Double/triple glazed,Owner-occupied,House
69052E0270,1,Double/triple glazed,Rented,Flat
F28B8D292B,1,,Owner-occupied,House
4590C76B57,1,Double/triple glazed,,
3750C850F1,1,Double/triple glazed,,
B7EF1E0985,1,Double/triple glazed,Owner-occupied,House
8030918EE5,1,Double/triple glazed,Rented,Flat
7AB96E3FE5,1,Double/triple glazed,,
C0C21598E7,1,,Owner-occupied,House
53D9E34635,1,Double/triple glazed,Owner-occupied,House
42BF1708B8,1,Double/triple glazed,,Flat
E8F6A28E2A,1,Double/triple glazed,Owner-occupied,House
2264AC166E,1,Double/triple glazed,Owner-occupied,House
C5CC95901B,1,Double/triple glazed,Owner-occupied,Flat
32A89DB21D,1,Double/triple glazed,Owner-occupied,House
B5ACD63E04,1,Double/triple glazed,,House
2264B07355,1,Double/triple glazed,Rented,Flat
9E2F4BB473,1,Double/triple glazed,,
394DE23A2D,1,,,
AEB7196EC8,1,Double/triple glazed,Rented,Maisonette
6778F61822,1,,,Flat
CD06F562CF,1,Double/triple glazed,Rented,Flat
C5952E9FF0,1,,Rented,Flat
E475D630E7,1,Double/triple glazed,,
64F396063F,1,Double/triple glazed,Owner-occupied,House
3B7A04D0E6,1,Double/triple glazed,,
6C7E0D8CAD,1,Double/triple glazed,,
1D2480FE56,1,Double/triple glazed,,
E59D610E89,1,Double/triple glazed,Rented,Maisonette
0CFAC89E6B,1,Double/triple glazed,Rented,Flat
962A68797B,1,Double/triple glazed,Rented,House
77FD43FC4C,1,Double/triple glazed,,
6DB38F62DA,1,Double/triple glazed,Rented,Flat
3176DC8B2D,1,Double/triple glazed,,Flat
DBCAB73C2A,1,,Owner-occupied,Flat
235A46F1FE,1,Double/triple glazed,Rented,House
0FE456CE37,1,Double/triple glazed,Rented,House
36E7978227,1,Double/triple glazed,Rented,House
A5A6BA2E82,1,Double/triple glazed,,
921085F8FF,1,Double/triple glazed,Owner-occupied,House
79FDA1D03A,1,Double/triple glazed,,
711EFBD63E,1,,Owner-occupied,Flat
BD0237FFB8,1,Double/triple glazed,Rented,Flat
D1C0B7963E,1,Double/triple glazed,,
34C5E6F891,1,,Rented,House
63457DD52C,1,Double/triple glazed,,
896B202C5F,1,Double/triple glazed,,
18373CBEA8,1,Double/triple glazed,Rented,House
4EE6931EEE,1,Double/triple glazed,Rented,Flat
D21783AD11,1,Double/triple glazed,,
381C69AC77,1,,Owner-occupied,House
31B6797674,1,Double/triple glazed,Owner-occupied,House
EB65B5380F,1,Double/triple glazed,,
30E40884E9,1,Double/triple glazed,Owner-occupied,House
66CE393C58,1,Double/triple glazed,Rented,Flat
7869F175EF,1,Double/triple glazed,,
215359D4F6,1,,,
06FEDD5E3F,1,Double/triple glazed,,
BCA834599F,1,Double/triple glazed,,
6BA0363A86,1,Double/triple glazed,Owner-occupied,House
3B41127102,1,Double/triple glazed,,
A10CAFD0EC,1,Double/triple glazed,Rented,Flat
DC1DA19724,1,Double/triple glazed,Rented,Flat
653ADAE5D7,1,Double/triple glazed,,
2988FCB7D5,1,Double/triple glazed,Rented,Flat
3CC4C0FBF3,1,Double/triple glazed,Owner-occupied,Maisonette
348791E21A,1,Double/triple glazed,,
5867558E31,1,Double/triple glazed,,
71EC6842C2,1,,,
8E1F89BCC7,1,Double/triple glazed,,Flat
24CFA8FD47,1,,,
52F15575FD,1,Double/triple glazed,,
8A20A96922,1,Double/triple glazed,,Flat
E1947AB8ED,1,Double/triple glazed,,Maisonette
BD04B81246,1,Double/triple glazed,,
0027BD99D6,1,Double/triple glazed,Rented,Flat
B6B916EB9E,1,Double/triple glazed,,
3CD5158318,1,Double/triple glazed,,
2266B242B8,1,,Rented,House
0E1D58C6DB,1,Double/triple glazed,,
CE0F539C1F,1,Double/triple glazed,,
CEF998314B,1,Double/triple glazed,Owner-occupied,House
483E3EEBE6,1,Double/triple glazed,Rented,Flat
5EDF8E8F76,1,Double/triple glazed,Rented,House
A06C5FFE53,1,,Rented,Maisonette
D3B3916350,1,Double/triple glazed,Rented,Flat
E57B28EF0D,1,Double/triple glazed,Rented,Flat
DF9C1AFEE0,1,Double/triple glazed,Rented,Flat
BA2247D387,1,Double/triple glazed,,
09A7BB4E30,1,Double/triple glazed,,
77E7577BB7,1,Double/triple glazed,Rented,House
B4C6B70347,1,Double/triple glazed,,
C12F4D7E00,1,Double/triple glazed,Rented,Flat
AAAE7CB0FA,1,Double/triple glazed,Owner-occupied,House
29A4295E6C,1,Double/triple glazed,Rented,House
47E0DA2F01,1,Double/triple glazed,Rented,House
3B6978D41C,1,Double/triple glazed,Owner-occupied,House
0352AF8378,1,Double/triple glazed,Rented,Flat
B39686891F,1,Double/triple glazed,Rented,Maisonette
AEEEB3B9D3,1,Double/triple glazed,,
9B0C8ED435,1,Double/triple glazed,,
392421145D,1,Double/triple glazed,Rented,Flat
EFCEE2DABE,1,Double/triple glazed,,
326F439C1F,1,Double/triple glazed,Rented,Flat
19866BD772,1,Double/triple glazed,Rented,Flat
44C1FE06B9,1,,Rented,House
E838789039,1,,,Flat
22CFB8C0AE,1,Double/triple glazed,,
190BA8B501,1,Double/triple glazed,Owner-occupied,House
DE2D3C3B33,1,Double/triple glazed,,
7599BA96A0,1,Double/triple glazed,,
A71597DEE0,1,,Owner-occupied,House
FD1CD42E62,1,Double/triple glazed,Rented,Flat
32B75EAE7F,1,Double/triple glazed,,House
458937388A,1,Double/triple glazed,Rented,Flat
4F3514B016,1,,Rented,House
0A078E8E10,1,Double/triple glazed,Rented,Flat
91D7B3EEE1,1,Double/triple glazed,Rented,Maisonette
0478D49512,1,,Rented,Flat
7DA1CF4973,1,Double/triple glazed,Rented,House
E7DD9C2AB1,1,,Rented,Maisonette
5D728D7A85,1,Double/triple glazed,,House
01B539CDFC,1,Double/triple glazed,Rented,Maisonette
77CEFE2B5E,1,,Rented,House
42F493EC57,1,Double/triple glazed,Owner-occupied,Maisonette
D06F870FBB,1,Double/triple glazed,Owner-occupied,Flat
E4D3DE7D64,1,Double/triple glazed,Rented,Flat
3C71465682,1,Double/triple glazed,Rented,Flat
FFF61FC585,1,Double/triple glazed,,
42C91719FA,1,,,
55CE3F3FBE,1,Double/triple glazed,Rented,Flat
E7B0F90609,1,Double/triple glazed,,
D95A9C60E2,1,,Rented,Flat
B236B9E398,1,Double/triple glazed,Rented,Maisonette
24786EAAAF,1,Double/triple glazed,Rented,Flat
3998A2C658,1,Double/triple glazed,Owner-occupied,House
182ED0163B,1,Double/triple glazed,Rented,Flat
69839ED580,1,Double/triple glazed,Rented,Flat
591FD059B2,1,Double/triple glazed,Rented,Flat
13E079648E,1,,,Flat
06F5206D5D,1,Double/triple glazed,Rented,Flat
D220A45EF1,1,Double/triple glazed,,
07E49C1D30,1,Double/triple glazed,,
D4E6419F36,1,Double/triple glazed,,
40956FE154,1,Double/triple glazed,Rented,House
B3AB6BB78B,1,Double/triple glazed,Rented,House
BD10914262,1,Double/triple glazed,,Maisonette
8E4FE88504,1,Double/triple glazed,Rented,House
7CE617F064,1,Double/triple glazed,Owner-occupied,Flat
619C5583FE,1,Double/triple glazed,Rented,Flat
95F674C9B5,1,Double/triple glazed,Rented,Maisonette
0364B2F459,1,Double/triple glazed,,
9C43EAF8A6,1,,,
D3AFA550FC,1,Double/triple glazed,Owner-occupied,House
E735CE3BA6,1,Double/triple glazed,,House
90CC7BC3DF,1,Double/triple glazed,Rented,Flat
051FEEF3C0,1,Double/triple glazed,,
1FDF95BEA5,1,,,
DD5CF19835,1,Double/triple glazed,Owner-occupied,House
954AFBAF16,1,Double/triple glazed,Owner-occupied,Flat
968F828A5F,1,,Owner-occupied,House
9D1878833C,1,Double/triple glazed,,
8360A812D4,1,Double/triple glazed,Rented,Flat
3EB10D7D73,1,Double/triple glazed,Rented,Flat
62DD7981C8,1,,Rented,Flat
A71E63AFFD,1,Double/triple glazed,,
F98DF4CA51,1,Double/triple glazed,,
70F2E8E545,1,Double/triple glazed,,
8681FF1853,1,,Rented,House
41C7D1D86B,1,Double/triple glazed,Rented,House
9C49C98404,1,Double/triple glazed,Rented,House
BC6B095B2F,1,Double/triple glazed,,
A92D0E9F86,1,Double/triple glazed,,
29F7F1E5F6,1,Double/triple glazed,Owner-occupied,House
C5214E075A,1,Double/triple glazed,,Maisonette
942BD98B2C,1,Double/triple glazed,,
2AF856B54A,1,Double/triple glazed,Owner-occupied,Maisonette
E3CE397253,1,Double/triple glazed,Owner-occupied,House
EC20F0720F,1,Double/triple glazed,Rented,Flat
C6771DACF6,1,Double/triple glazed,Rented,Flat
29F0FD0B4F,1,Double/triple glazed,Rented,House
FD35737C93,1,Double/triple glazed,Rented,Flat
57FA0B1750,1,,Rented,Flat
A60A1936C5,1,,,
99026688B9,1,Double/triple glazed,,
08767BDA9F,1,Double/triple glazed,Rented,Flat
582E43027A,1,Double/triple glazed,,
7207759EE4,1,Double/triple glazed,Rented,Flat
70B40541A2,1,Double/triple glazed,Owner-occupied,House
C78F50243A,1,Double/triple glazed,Rented,House
7383031A32,1,Double/triple glazed,Rented,Maisonette
8EECBF238B,1,Double/triple glazed,Owner-occupied,Flat
B667C8E48A,1,Double/triple glazed,Rented,Maisonette
95D46DF729,1,Double/triple glazed,,
AC7E6DA14C,1,Double/triple glazed,,
BBB38CFCC4,1,Double/triple glazed,Rented,House
03FD335A3E,1,Double/triple glazed,,
8DB8A2AD1D,1,,Owner-occupied,House
BD9B7569E9,1,Double/triple glazed,,
25F3891E19,1,Double/triple glazed,,
0A0D2F7B1C,1,,Rented,House
BB14F3CA3A,1,,,
0B75BFE3CE,1,Double/triple glazed,Rented,Flat
F3950A6124,1,,,
F02FB9E94F,1,Double/triple glazed,Rented,House
4D9B88F88B,1,Double/triple glazed,Rented,Flat
5A207D2039,1,Double/triple glazed,,Flat
033CF98DF5,1,Double/triple glazed,,
CB67F43085,1,Double/triple glazed,Owner-occupied,Flat
A5C9725527,1,Double/triple glazed,,Flat
514762DABA,1,Double/triple glazed,Rented,House
91D3736567,1,Double/triple glazed,Owner-occupied,House
F4EF6B1956,1,,,
D23A980AD7,1,Double/triple glazed,Rented,House
4195B191DC,1,Double/triple glazed,Owner-occupied,House
A481D4F28F,1,Double/triple glazed,Rented,Flat
54DF69E538,1,Double/triple glazed,Rented,House
4CB29EF4E1,1,Double/triple glazed,,Maisonette
EC3E778CF2,1,Double/triple glazed,,
26C7498057,1,Double/triple glazed,Rented,House
AB80BBF27D,1,Double/triple glazed,,
2915DF0B9F,1,Double/triple glazed,Rented,Flat
F38E77581D,1,,Owner-occupied,House
E5C8D207DB,1,Double/triple glazed,Owner-occupied,House
EC4A277E61,1,Double/triple glazed,,
3A80B85637,1,Double/triple glazed,Rented,House
40F0B4EB56,1,Double/triple glazed,,
FA968A73A6,1,Double/triple glazed,,
18D5D59FFC,1,Double/triple glazed,Rented,House
2230B5349A,1,Double/triple glazed,,
1E8BF22433,1,Double/triple glazed,Rented,Flat
6F0306F966,1,Double/triple glazed,,
8BDAF83E3C,1,,,
61A5AA9B13,1,Double/triple glazed,,
537D455DF9,1,Double/triple glazed,,
181AE3CD59,1,,Rented,Flat
D6C3BD7E70,1,Double/triple glazed,,Flat
D197E357D1,1,Double/triple glazed,Owner-occupied,Flat
F53CD90771,1,,Owner-occupied,Flat
75426B1A2B,1,,Rented,Flat
6CF53B095F,1,Double/triple glazed,Rented,Maisonette
F96F62FF6A,1,Double/triple glazed,Rented,Flat
19D9BF4FEE,1,Double/triple glazed,Rented,Flat
08CEC519E7,1,,Owner-occupied,House
B6975136D2,1,Double/triple glazed,,
2EF2FAF867,1,,,
C2F6472B1E,1,Double/triple glazed,Rented,Flat
B22E0D93D9,1,Double/triple glazed,,
3A586D4EC8,1,,Owner-occupied,House
331C145651,1,Double/triple glazed,,Flat
B1683D94F6,1,Double/triple glazed,,
0BBEE3F8CF,1,Double/triple glazed,Owner-occupied,House
14608A73E3,1,Double/triple glazed,Rented,House
F10C6EE5E0,1,Double/triple glazed,,
4BE437FBCB,1,Double/triple glazed,Rented,House
F453B0E844,1,Double/triple glazed,Owner-occupied,House
FA0BB25C7B,1,Double/triple glazed,Rented,Maisonette
0D4244CD52,1,,,
C389B56A94,1,Double/triple glazed,,
9F3B2E4ABF,1,Double/triple glazed,,
107A15F78B,1,Double/triple glazed,Owner-occupied,House
085330F42E,1,Double/triple glazed,,
22B708D502,1,Double/triple glazed,Rented,Flat
D3C43421F9,1,Double/triple glazed,,
15595D3605,1,Double/triple glazed,Rented,Flat
F737798F84,1,Double/triple glazed,Rented,Flat
BE0158BC34,1,Double/triple glazed,,Flat
171F63D13A,1,Double/triple glazed,,
F28D91D4D9,1,Double/triple glazed,Owner-occupied,House
EC26CFDAE4,1,Double/triple glazed,Rented,Flat
E9C4605CAE,1,Double/triple glazed,Rented,House
F301EDCBC7,1,Double/triple glazed,,
06497EAD9C,1,,Rented,Maisonette
6E72E385E4,1,,,
4A04B5266B,1,Double/triple glazed,Rented,Flat
351F3CA7D5,1,Double/triple glazed,Owner-occupied,House
0A80E80DC6,1,Double/triple glazed,Rented,House
B28D3E8164,1,Double/triple glazed,Owner-occupied,Maisonette
BC2BF0CB55,1,Double/triple glazed,,
AECEA26CDB,1,,Owner-occupied,House
8A9B03CF61,1,Double/triple glazed,Owner-occupied,Maisonette
0ACF8CDEAE,1,Double/triple glazed,Rented,Flat
